Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
53855,443,28613,34,1,1
177883,838,28190,24,1,1
166774,645,68082,20,0,0
131897,362,23828,16,0,1
60037,670,3379,38,0,0
166528,743,39846,6,1,1
81579,325,13727,32,1,1
132941,372,66295,25,0,1
105800,510,77340,36,0,1
185598,660,77359,22,1,1
59587,459,1520,41,1,1
136159,546,47526,23,1,1
41701,826,28883,113,1,1
33292,790,21045,66,0,1
114774,667,82560,15,0,1
113001,749,53428,15,1,1
105625,328,62522,44,0,1
184794,461,99185,23,0,1
30677,831,13781,106,0,1
179330,409,95689,18,0,1
185480,500,138851,22,0,1
21717,609,3732,115,0,1
103921,419,8148,12,0,1
58232,735,15394,46,0,0
107133,733,32871,22,1,1
188602,482,118209,2,1,1
57872,629,11872,47,0,0
168532,549,74494,8,0,1
196853,700,145576,19,0,1
57647,641,1490,57,0,1
77437,844,54080,58,1,1
189598,421,2541,21,1,1
22402,679,3618,56,0,1
94530,624,41820,6,0,0
184959,674,34440,20,0,0
58544,620,24498,65,1,1
22281,471,2278,187,1,1
179651,676,8372,18,1,1
153715,669,93417,30,1,1
109287,633,68887,43,0,1
129257,688,12043,24,0,0
181618,768,73098,8,1,1
105153,448,19024,10,0,1
106211,678,26150,29,0,0
192794,567,8407,25,1,1
198783,746,69798,19,1,1
105262,747,50905,14,0,0
65841,465,39130,71,0,1
47811,304,32591,63,1,1
102916,644,68933,44,0,1
40946,357,28314,97,0,1
70403,574,40464,57,0,1
76316,699,42817,31,1,1
196380,419,114347,20,1,1
186294,388,113980,19,0,1
144181,590,54833,21,0,0
35875,506,24860,18,0,1
120393,449,24153,38,0,1
108935,313,35532,28,1,1
196697,325,156317,24,1,1
142941,713,89771,4,0,1
43805,542,4288,44,1,1
194155,389,28922,14,1,1
72539,790,25118,19,0,0
79287,846,50658,42,0,1
111268,595,72639,30,0,1
152796,647,26907,23,0,0
116714,758,30234,16,1,1
102231,496,74853,20,0,1
130350,647,20745,34,1,1
107000,321,31927,39,1,1
31740,357,14524,36,0,1
38458,785,5288,96,0,1
42906,310,13353,107,0,1
77740,387,5347,13,0,1
180208,773,125389,13,0,1
134104,595,86854,24,1,1
39250,552,27395,19,1,1
24987,731,1221,47,0,0
83334,582,57235,51,0,1
184029,410,73514,16,0,1
68794,506,27032,10,0,1
103659,819,70112,34,0,1
196627,362,91031,6,0,1
30772,736,4229,152,0,1
122378,336,55870,40,0,1
65418,556,37073,38,1,1
41495,603,25360,65,0,1
36411,505,26627,110,1,1
166820,777,61184,10,0,0
135451,756,62127,13,1,1
101246,811,62039,22,1,1
97917,311,26301,15,0,1
112994,614,17787,9,0,0
100879,448,28783,38,1,1
123193,368,87276,7,1,1
183939,421,13984,12,0,1
120993,807,78634,27,0,1
78173,659,53799,63,1,1
27506,310,7151,169,0,1
124178,763,94011,23,0,1
66636,334,1520,55,1,1
198649,640,78785,5,0,0
125465,682,48345,30,1,1
199279,753,80860,14,1,1
185642,685,115744,4,0,1
63349,381,27735,44,1,1
174262,738,120421,9,1,1
191948,504,77807,4,0,1
94975,758,2448,10,0,0
20001,575,4392,225,1,1
46697,402,32207,76,1,1
180733,587,33144,4,0,0
42299,720,31173,18,1,1
46264,329,2530,18,0,1
161221,519,58643,29,0,1
111550,717,5200,14,0,0
80759,672,9432,39,0,0
77367,817,42967,55,1,1
34912,642,3246,65,0,1
121927,625,94710,32,1,1
59671,347,4512,47,0,1
58503,509,32651,23,0,1
59735,323,5005,74,1,1
120965,421,82050,11,1,1
39562,373,13910,73,1,1
143518,372,18012,22,1,1
166191,433,72041,6,1,1
142290,588,44000,24,0,0
126338,425,47958,38,1,1
164885,686,97619,5,0,0
137665,370,53653,27,0,1
138669,724,110245,25,1,1
173372,665,126473,25,0,1
165691,736,45034,29,1,1
175206,423,126463,7,1,1
168942,384,128419,5,0,1
161773,812,31628,23,1,1
195750,486,98556,24,1,1
127185,516,4792,31,1,1
139670,542,15936,9,0,1
139539,543,60090,25,1,1
188300,600,65123,13,1,1
98393,827,64120,5,1,1
123270,435,76286,27,0,1
108098,776,52101,40,1,1
163972,759,28226,10,1,1
62159,467,47438,38,1,1
91103,428,60627,44,0,1
78235,402,13331,59,0,1
20490,306,6480,228,0,1
181104,564,109944,21,0,1
25291,604,12757,177,0,1
190108,592,62584,4,1,1
135100,338,89230,14,0,1
72386,729,49534,63,0,1
119894,443,30093,26,0,1
92074,490,72368,26,0,1
35772,301,20833,117,1,1
43077,529,10223,68,1,1
62396,821,47482,68,0,1
163740,661,112869,4,0,1
177184,400,128979,25,1,1
142771,603,7753,8,1,1
69297,403,33346,62,0,1
50568,767,1430,94,1,1
60151,539,22787,64,1,1
149914,721,67325,32,1,1
119553,792,5309,21,1,1
93397,558,2063,38,1,1
98229,482,35394,38,0,1
126475,731,40016,18,1,1
32822,686,19789,39,0,1
154459,619,93352,6,0,1
58777,337,36430,34,1,1
138353,512,71069,35,1,1
173223,367,81560,22,1,1
57337,441,38918,36,0,1
55479,606,7340,52,1,1
127831,677,39772,15,0,0
182356,485,102170,16,1,1
47678,733,35907,72,1,1
100450,493,35629,37,1,1
37984,756,9483,75,0,1
172202,764,135537,8,0,1
166674,805,90045,3,0,0
86786,662,13151,23,0,0
158703,765,60685,4,0,0
164743,408,103750,29,0,1
62786,826,42204,15,0,1
123405,341,36207,20,0,1
174525,529,87128,22,0,1
38531,835,10191,24,1,1
90987,672,32544,20,1,1
103259,781,31118,21,0,0
98150,512,10294,23,0,1
66636,671,7720,70,1,1
124711,556,19700,5,0,0
188694,813,16513,10,0,0
22284,609,15348,174,0,1
137406,615,30454,35,1,1
111798,699,16451,12,0,0
159785,576,117880,6,0,1
50679,755,4310,82,1,1
171187,831,79967,16,0,0
74127,482,20332,23,0,1
52659,502,29614,72,0,1
103674,624,43813,31,0,0
73521,564,27285,21,0,0
189047,733,150602,6,1,1
89050,830,22540,33,0,0
157300,570,96608,22,0,1
109940,594,17926,8,1,1
147904,834,38879,27,0,0
24736,645,16218,24,0,1
70366,635,12732,24,1,1
86024,454,45567,50,1,1
163565,694,130333,28,0,1
166449,715,15562,3,0,0
56153,471,11934,85,1,1
54082,581,33442,57,1,1
40472,705,24516,75,1,1
20456,548,9118,48,0,1
46400,735,20884,33,1,1
37509,725,19757,131,1,1
197564,753,11535,16,0,0
185017,606,140835,4,0,1
133522,704,54314,37,1,1
54928,701,34267,12,1,1
164016,817,83235,11,1,1
32014,512,21608,83,1,1
113803,513,66047,33,1,1
94937,421,41579,37,0,1
150171,385,78961,18,0,1
56580,423,23707,37,1,1
86336,510,5735,16,0,1
130300,829,81707,32,0,1
171933,813,114275,23,1,1
145560,501,98738,12,1,1
173750,813,66784,28,0,0
48220,773,12254,54,1,1
131818,538,80722,31,1,1
59574,307,22186,9,0,1
124343,583,52312,12,0,0
196645,646,114958,20,0,0
93072,769,10764,32,1,1
21766,301,7133,55,0,1
96186,545,16937,25,0,1
113862,492,68967,36,0,1
141309,791,21710,10,1,1
81085,312,38090,38,1,1
185882,462,59782,8,0,1
42535,478,5161,60,0,1
77694,786,47111,7,1,1
29001,514,6155,31,0,1
185415,469,56915,19,0,1
123347,541,37436,11,0,1
25019,826,10008,43,1,1
36770,664,8693,38,1,1
163736,458,1654,23,0,1
54022,563,35681,34,1,1
40876,756,20879,75,0,1
94758,331,61924,15,1,1
178978,450,50811,24,0,1
64217,757,24293,38,0,0
110742,316,57336,43,0,1
54810,336,42092,41,1,1
74316,539,54269,7,0,1
64261,325,9075,40,1,1
195925,832,35487,11,1,1
164165,682,10372,20,0,0
53419,761,38435,35,1,1
127998,569,16858,20,1,1
164349,833,98642,17,0,1
196287,418,1044,20,1,1
42502,524,6224,109,1,1
194866,335,43477,16,1,1
170410,785,20119,14,0,0
157561,455,23040,10,0,1
67518,535,10359,23,0,1
173579,771,15691,26,0,0
121224,437,31806,9,0,1
53593,497,17548,64,0,1
58875,439,39420,30,0,1
34721,318,14938,87,0,1
69295,793,12044,67,1,1
67936,749,13403,62,1,1
61240,340,23522,58,0,1
135441,791,70367,20,1,1
94165,539,45176,33,0,1
88769,774,62542,50,0,1
52789,834,20312,76,0,1
95877,740,57738,29,1,1
161860,547,98295,18,1,1
36275,601,14196,78,0,1
51669,322,22914,69,1,1
185722,458,112643,17,0,1
36280,391,8340,128,1,1
111076,529,1238,6,1,1
113319,460,80583,13,1,1
65161,323,21610,54,0,1
195448,577,45152,19,1,1
188784,689,34165,21,0,0
79937,663,26003,14,1,1
49093,825,38883,45,0,1
51951,498,25285,47,1,1
167395,404,125057,22,1,1
96387,514,63046,20,1,1
183123,585,96093,14,0,0
173016,678,125458,8,1,1
199529,546,1543,20,0,1
127179,543,60310,17,1,1
160449,457,96098,25,0,1
169180,783,96921,23,1,1
110868,624,41631,5,0,0
163603,797,79753,28,0,0
152411,353,6196,19,1,1
192140,483,69429,12,0,1
70644,389,9797,58,0,1
177555,353,105436,13,1,1
152665,601,82144,3,1,1
89390,805,65036,25,1,1
155176,454,67867,20,1,1
97524,631,26456,40,0,0
29188,419,21954,171,1,1
90776,794,58714,18,0,1
182794,502,95333,23,1,1
104092,506,54526,19,0,1
182944,740,123263,20,1,1
134433,502,86895,27,0,1
189633,651,69972,15,0,0
48708,614,34216,58,1,1
72361,378,41647,24,1,1
136133,614,34598,15,0,0
118646,751,66253,8,0,0
134531,605,23238,19,1,1
111562,445,80134,41,0,1
78935,512,47557,30,0,1
173750,605,76710,17,1,1
87419,672,1625,9,1,1
48260,758,28207,71,1,1
56365,332,16309,9,1,1
199660,367,83446,6,0,1
125604,599,7595,19,1,1
24767,684,6062,145,1,1
195022,523,88313,3,1,1
114711,808,58875,34,1,1
133189,812,12217,19,0,0
175528,745,49860,9,1,1
40421,414,6136,113,0,1
81511,821,51136,6,1,1
126637,508,55268,27,1,1
152418,741,22517,13,1,1
150121,637,35851,27,0,0
173122,803,65959,13,1,1
150587,400,106355,14,0,1
65582,449,36905,22,0,1
99031,826,61223,32,0,1
151652,643,64444,12,0,0
186218,408,105993,13,0,1
184033,602,3482,25,0,0
119516,562,56621,27,1,1
180318,555,40284,12,1,1
99122,845,24681,13,0,0
79337,435,46384,19,1,1
40339,626,7799,33,1,1
156025,372,116937,15,0,1
67115,337,46588,43,1,1
107945,827,65886,12,0,1
23525,567,14566,52,0,1
125945,544,3119,30,1,1
24682,612,12964,116,0,1
59086,719,19232,43,1,1
125745,801,24374,35,1,1
163540,820,33632,12,1,1
158016,309,57748,26,1,1
20025,623,14823,156,1,1
104220,353,27362,46,1,1
192936,610,135638,19,0,1
81000,315,32392,6,1,1
62504,829,38424,50,0,1
34453,639,14641,15,0,0
151273,788,51414,24,1,1
47814,746,37167,20,1,1
189560,352,66214,15,1,1
135889,334,11843,15,1,1
22624,708,6795,47,1,1
36220,713,11248,24,1,1
90971,427,9379,18,1,1
161811,626,36430,6,1,1
169196,632,12892,18,1,1
28569,791,16295,72,1,1
51398,818,12828,78,1,1
27351,626,6905,47,1,1
62548,440,27265,8,0,1
198814,408,61806,17,1,1
95095,561,15893,18,1,1
61003,342,12122,72,0,1
53973,813,18027,39,1,1
199464,681,116771,12,1,1
88142,492,60461,52,0,1
95791,365,22684,50,1,1
45466,382,26931,28,1,1
123695,710,36682,23,0,0
28748,343,7461,80,1,1
68067,717,19736,57,0,1
27189,624,21214,66,0,1
183215,301,73562,15,0,1
128044,653,101709,25,1,1
110046,719,52858,28,0,0
31826,309,11872,49,1,1
142806,512,113762,8,1,1
130005,813,42118,27,0,0
124226,568,4011,24,1,1
102651,372,36209,6,0,1
33923,375,15948,144,1,1
99801,743,53518,44,1,1
131352,600,75910,30,1,1
189139,305,49447,6,0,1
181695,672,104603,25,1,1
124240,786,45919,35,1,1
122271,321,37748,26,1,1
51375,794,23784,64,1,1
163635,415,47056,9,0,1
77259,533,35089,58,1,1
65371,807,38610,12,1,1
119612,615,53163,7,0,0
146683,495,32167,22,1,1
40652,342,5693,81,0,1
23620,334,11408,130,0,1
132177,816,95537,4,0,1
88019,390,62161,23,1,1
132340,425,97009,35,0,1
88893,361,6422,25,1,1
192475,325,112267,24,0,1
44976,636,4896,107,1,1
180167,474,72240,17,0,1
198547,758,46807,5,0,0
71422,830,8769,49,0,0
26693,834,20077,76,1,1
187048,640,79885,9,1,1
72756,615,3349,63,0,1
113121,767,12236,41,0,0
183829,683,38094,15,0,0
150459,744,1682,17,0,0
92843,584,13800,48,1,1
68635,532,19314,67,1,1
172695,356,122188,15,1,1
136873,512,24261,35,0,1
95073,608,73808,8,1,1
49532,827,27703,28,0,0
176424,305,39012,15,1,1
95175,828,10970,36,0,0
174102,648,49815,17,1,1
98143,704,70451,28,0,1
182802,702,20740,11,1,1
142035,425,12350,27,0,1
118561,426,12781,13,0,1
152580,544,22045,14,0,1
170800,746,12242,19,0,0
195848,821,79932,18,1,1
83601,400,4760,14,0,1
74121,711,33924,41,1,1
145992,617,81908,8,0,0
135513,762,17148,15,1,1
135042,850,10858,7,0,0
68554,749,44132,60,1,1
39549,333,6229,82,1,1
53573,693,19505,27,0,0
195957,473,100440,25,0,1
196764,711,43572,24,1,1
150558,443,78212,16,1,1
34558,740,25985,129,1,1
22923,444,8075,35,0,1
197333,646,31874,12,0,0
154428,663,114000,4,0,1
168895,806,50973,3,1,1
173239,408,131123,16,1,1
88596,313,34301,25,1,1
187078,511,104542,19,0,1
127742,785,32404,27,0,0
121676,712,46115,23,1,1
44289,444,7279,67,0,1
41902,704,1607,59,0,1
90385,765,26939,50,1,1
26702,342,16227,27,0,1
132742,385,37534,26,0,1
153584,733,85170,7,1,1
73279,395,44144,32,1,1
50891,350,30106,42,1,1
115592,498,41959,8,0,1
193106,380,17730,18,0,1
122820,640,25623,30,1,1
137594,768,19740,35,0,0
168786,800,132486,16,1,1
45021,437,18465,34,1,1
157089,817,8639,23,0,0
125955,763,84884,19,1,1
94151,746,1885,46,0,0
194273,549,106391,15,0,1
115377,761,35952,5,0,0
163162,762,100809,20,0,1
69031,773,5574,55,1,1
71957,405,33917,42,0,1
176215,347,117199,7,1,1
131001,692,60713,20,0,0
25462,761,6185,42,0,0
38361,534,23503,55,0,1
49873,454,19687,52,1,1
45041,511,21193,46,1,1
122413,837,75312,9,0,1
148598,768,63013,22,1,1
138517,384,95066,30,1,1
43863,448,3733,66,0,1
35782,339,4484,124,0,1
126802,623,63376,14,1,1
94328,729,74167,17,1,1
123624,407,87581,24,0,1
151846,511,114040,28,1,1
136611,676,108522,36,1,1
179401,667,5158,12,1,1
98146,381,14158,42,1,1
44479,672,16489,33,0,0
195234,402,17810,13,0,1
189249,698,118279,21,0,1
128899,392,25442,11,0,1
132534,759,43075,7,1,1
124204,648,35164,4,1,1
120607,673,5770,22,1,1
33742,651,5378,104,0,1
187542,590,81152,19,0,0
180667,429,3824,23,1,1
146089,382,92330,16,1,1
72338,631,8535,16,0,0
64759,576,37094,63,1,1
160125,421,101659,27,1,1
136291,771,10928,9,0,0
111059,424,57893,31,1,1
163376,452,102608,12,1,1
40352,525,7513,70,0,1
112267,442,46988,17,0,1
31559,528,3037,120,1,1
153809,621,87239,5,1,1
84742,813,41984,49,0,0
76554,841,53631,39,1,1
188510,773,134289,3,1,1
130510,772,34312,32,0,0
167870,628,90729,28,1,1
58944,444,5868,33,1,1
172212,342,18039,23,1,1
55987,670,4856,69,0,1
54711,790,8227,69,1,1
75982,718,38417,32,1,1
177326,392,84013,20,1,1
87784,336,27828,11,1,1
55026,453,28939,15,0,1
125420,329,54122,25,0,1
144271,648,37843,30,1,1
56882,659,17149,35,1,1
103757,552,72812,7,0,1
176976,620,118477,20,0,1
26095,769,11199,91,1,1
72387,348,7348,38,0,1
27570,710,18491,63,1,1
138538,849,46455,7,0,0
157797,421,79251,18,1,1
107513,437,50066,44,1,1
124351,571,48037,8,1,1
161519,313,51265,23,1,1
41801,741,18342,56,1,1
109273,536,16951,29,0,1
159473,752,73191,15,1,1
122339,563,46518,20,1,1
56914,357,22572,13,0,1
50696,732,1742,46,0,0
169752,695,135718,17,0,1
167833,758,96465,18,0,0
46184,789,15387,49,0,0
172678,758,91295,21,1,1
151095,565,8270,24,1,1
137957,358,39851,4,0,1
196126,458,101336,18,1,1
80798,598,47124,59,0,1
142480,588,30428,17,0,0
187586,476,145400,3,0,1
28180,386,10173,137,0,1
99179,491,27126,14,1,1
27068,652,19461,68,1,1
98749,824,65405,46,1,1
155150,469,38917,29,1,1
60094,725,19494,34,0,0
140123,451,29024,16,1,1
193674,598,134673,3,0,1
124855,548,13130,39,0,1
47643,631,20406,44,0,0
98397,313,44407,11,0,1
35372,518,23073,22,0,1
185063,571,67111,16,0,0
85082,397,27246,57,1,1
28343,593,13714,97,1,1
119702,841,9693,8,0,0
95892,373,45765,22,0,1
99998,360,35396,32,1,1
112428,386,38494,9,0,1
177190,352,80622,22,1,1
182898,549,57808,5,1,1
135215,381,62189,36,1,1
127904,646,29970,20,0,0
59156,754,13768,33,1,1
159132,311,45920,10,0,1
194723,457,104717,16,1,1
161517,474,38429,19,0,1
192665,421,39742,7,1,1
23900,569,13519,179,1,1
197517,604,74852,23,0,0
54298,478,32631,16,0,1
162128,559,47179,9,1,1
166803,458,74990,24,0,1
178875,362,17489,18,0,1
65278,375,11798,33,1,1
155951,582,91122,22,1,1
37480,776,3618,54,1,1
35684,819,18255,128,1,1
78329,613,60487,40,0,1
101439,659,33948,16,0,0
199063,622,78946,7,0,0
153757,305,65006,6,0,1
161488,773,62575,26,0,0
91522,309,44660,44,0,1
49972,787,31315,56,1,1
95182,713,49443,47,1,1
23573,807,18440,133,0,1
47569,598,30222,61,1,1
49453,354,13211,30,1,1
97313,603,37588,32,1,1
79022,471,40558,41,1,1
146811,540,71582,11,1,1
126362,579,64864,13,0,0
137256,337,50735,8,0,1
77631,702,60483,40,1,1
40883,429,5109,118,1,1
137553,510,80130,6,1,1
26157,709,4388,53,1,1
198843,809,142889,10,0,1
114899,644,74871,27,1,1
117273,760,66282,9,1,1
124524,395,21598,18,0,1
135278,814,65289,12,0,0
140943,455,94847,10,0,1
25054,665,9274,72,0,1
60503,739,19495,32,1,1
148239,323,68965,33,1,1
174286,604,22060,26,0,0
30082,530,11308,43,1,1
165005,494,50464,7,0,1
83172,341,27480,46,0,1
62177,512,46065,54,1,1
99918,572,13115,18,0,0
173806,429,118887,11,0,1
32334,524,10243,89,0,1
38666,540,21332,33,1,1
35554,790,1948,84,0,1
197844,340,81246,3,0,1
115206,485,55991,33,0,1
49161,513,32740,28,0,1
84295,406,25582,40,0,1
54010,512,9028,21,0,1
153549,782,73970,26,0,0
169984,671,83454,17,1,1
115715,799,76999,12,0,1
68016,494,34235,48,0,1
190230,642,136515,17,1,1
147689,374,37970,31,1,1
93443,700,22579,45,0,0
124124,324,66208,8,1,1
88960,530,65806,21,0,1
160250,301,90906,21,0,1
48246,450,33868,31,1,1
102479,392,1718,13,1,1
116842,731,40574,17,1,1
36829,488,24060,34,1,1
173851,361,52520,20,1,1
123583,457,61259,33,0,1
146104,702,44559,11,1,1
48349,586,12826,91,1,1
94347,467,9438,30,1,1
127994,805,51135,21,0,0
73794,507,6578,28,0,1
82885,478,63694,58,1,1
120967,328,95509,37,0,1
83806,437,22354,49,0,1
103308,658,58271,7,1,1
190400,471,32327,3,1,1
82576,447,20977,15,1,1
103601,562,80471,22,1,1
122588,649,22980,12,1,1
34932,610,18213,60,0,1
43297,454,19188,21,1,1
130269,726,37250,18,1,1
195745,769,13783,7,0,0
117929,318,68556,41,0,1
113255,848,48047,40,1,1
151507,643,28944,11,0,0
161262,833,89277,10,0,0
98726,467,34840,41,1,1
160704,699,53074,20,0,0
28046,377,16345,25,1,1
22439,661,3913,97,1,1
181228,666,17800,17,1,1
68439,409,35030,53,1,1
60813,684,44444,51,1,1
102025,584,69676,19,1,1
153062,339,27336,17,0,1
75885,457,23118,39,0,1
127054,818,17222,31,1,1
185855,845,94144,20,0,0
63662,354,30280,57,1,1
161717,442,7900,24,1,1
151018,547,72305,19,1,1
98221,444,5623,39,1,1
158021,745,14897,26,1,1
70460,303,52253,59,0,1
143155,384,70956,11,0,1
179388,339,6241,4,0,1
69423,739,52434,28,1,1
109694,591,12942,19,1,1
141322,457,79182,19,1,1
48669,443,34405,28,0,1
195109,641,46849,3,1,1
176142,568,109201,4,0,1
137591,835,61715,14,0,0
182123,502,102078,24,1,1
140114,400,20188,11,0,1
79286,442,3380,19,0,1
142352,681,96203,4,1,1
34838,437,14969,93,0,1
168014,337,11703,9,1,1
62170,381,2649,50,1,1
52582,467,23047,61,0,1
80414,367,25894,35,0,1
73935,585,7580,46,0,0
102631,411,78312,17,1,1
149081,566,72823,20,0,0
59818,304,29477,25,0,1
44340,658,7035,82,1,1
126043,473,65945,19,0,1
57526,553,7348,47,1,1
108764,637,21252,34,1,1
178076,497,102793,19,0,1
73037,379,36530,11,1,1
133039,347,77318,19,0,1
123732,654,87531,19,1,1
137822,782,49414,24,0,0
46585,737,36039,57,1,1
140528,346,57180,11,0,1
133018,345,63330,16,1,1
127813,594,74445,23,0,0
95331,708,45159,21,1,1
105318,550,42010,7,0,1
132814,547,61879,27,0,1
76857,465,5269,54,1,1
179979,735,92060,21,0,0
125542,797,78183,15,0,1
185074,740,68266,23,0,0
70582,798,3720,30,0,0
105918,476,36558,37,0,1
78037,668,10283,24,1,1
103914,749,66623,30,0,1
104138,395,53016,29,0,1
145662,492,57091,26,1,1
70184,775,35954,54,1,1
121206,762,80054,9,1,1
70618,489,40772,8,0,1
68619,721,32039,53,0,1
145865,711,20439,25,0,0
76214,471,56631,55,0,1
108419,742,16331,36,0,0
104483,782,37978,32,1,1
120960,723,82718,9,0,1
129165,478,4207,7,0,1
176485,446,94523,13,0,1
100677,711,64631,39,0,1
170398,534,27018,19,1,1
62658,468,42924,54,0,1
66565,713,29361,16,1,1
76316,604,12825,25,1,1
122072,565,4110,25,0,0
116900,662,53214,10,1,1
144307,483,75451,27,1,1
154643,533,78252,5,0,1
130185,611,55408,8,1,1
144006,699,52377,20,1,1
160916,659,49254,21,0,0
43423,591,12185,65,0,1
38314,575,20320,127,0,1
169643,322,85794,27,0,1
94328,343,36181,9,1,1
47643,416,28720,74,0,1
35102,523,21794,102,0,1
122438,621,56508,31,0,0
79026,797,10298,56,0,1
72533,850,32249,9,1,1
183688,809,9270,8,0,0
90864,545,41705,54,0,1
59220,554,28927,74,0,1
125871,543,67673,32,1,1
103457,435,53191,35,0,1
184239,551,70397,14,1,1
169760,396,35938,13,1,1
100802,445,43057,26,1,1
156457,650,32061,31,0,0
125156,630,63794,37,1,1
87583,329,30855,47,1,1
113156,823,74708,24,0,1
122388,711,44457,6,1,1
135604,824,107105,11,0,1
169371,665,122982,3,0,1
52868,766,25389,71,1,1
90758,451,6578,46,1,1
157523,665,68671,30,1,1
181808,637,75437,9,1,1
62321,684,26117,69,0,1
66178,498,1883,61,1,1
155663,555,42207,12,0,0
63605,656,45811,61,1,1
184882,705,51387,20,1,1
37900,359,28725,48,1,1
136977,670,32070,22,1,1
161475,658,90030,12,0,0
110964,663,56810,42,1,1
182501,437,119907,19,0,1
125190,371,11343,16,1,1
101723,434,33785,5,0,1
181643,530,120087,24,1,1
88289,828,4460,24,0,0
118517,343,26452,39,0,1
179760,687,55821,23,0,0
104948,689,21457,31,1,1
159064,477,117244,29,1,1
185769,690,101029,13,1,1
189908,300,50440,5,1,1
27032,612,15803,126,1,1
114426,473,55087,22,1,1
163550,829,115110,15,0,1
77556,347,58661,21,0,1
146202,499,114391,27,0,1
137833,720,97728,25,1,1
190176,551,15342,23,0,0
74755,840,49745,31,1,1
79527,356,4332,14,0,1
181050,353,48043,9,1,1
176995,356,18633,17,1,1
53025,519,24295,88,0,1
78726,526,32488,40,0,1
153567,401,55777,19,0,1
120749,835,15351,9,0,0
170546,497,56361,8,0,1
104293,766,39188,45,1,1
107909,728,32130,39,1,1
79355,682,6095,26,0,0
63396,746,37252,55,1,1
130242,420,32059,10,0,1
85986,590,38922,28,0,0
100389,726,3694,39,1,1
139827,706,10117,22,1,1
159116,355,42436,19,0,1
183124,531,17557,2,0,1
35755,641,4552,98,1,1
79017,388,52361,49,1,1
167047,745,79441,21,1,1
106823,831,20051,28,0,0
148822,638,90865,15,0,1
102975,797,20790,5,0,0
108003,653,60668,13,1,1
81838,313,23983,58,1,1
48534,338,25012,25,1,1
74874,494,7429,32,0,1
36667,667,23165,22,0,1
144201,796,88059,25,1,1
97926,745,32086,36,1,1
22164,349,5122,80,0,1
123804,535,83439,8,1,1
49720,435,37209,30,0,1
94517,428,16499,24,1,1
31424,798,20550,51,1,1
70467,592,33025,37,1,1
158839,531,109028,15,0,1
137153,788,79491,28,0,0
157603,557,30974,29,0,0
70963,712,18520,20,0,0
25226,401,1945,174,0,1
190327,716,22968,25,1,1
70096,513,46920,24,0,1
195436,709,53420,25,0,0
192935,531,28553,12,0,1
87841,664,46243,31,0,0
89014,645,8403,20,1,1
33506,330,5401,49,0,1
196050,751,64558,17,1,1
105942,682,5706,27,1,1
123115,489,2614,13,0,1
177873,642,91889,20,0,0
31530,483,20148,142,0,1
186211,322,137795,7,0,1
38681,534,23429,42,1,1
21814,381,13895,54,1,1
154687,454,76025,21,0,1
161350,395,47852,30,1,1
28227,779,14924,146,0,1
198034,349,86685,20,1,1
196147,355,118181,6,1,1
28587,345,6171,123,1,1
20507,313,9320,230,1,1
109586,595,26910,29,0,0
170333,738,115277,14,1,1
95737,492,15483,24,0,1
182812,448,94709,14,1,1
169593,679,41912,9,0,0
148283,438,116331,9,0,1
28129,482,16019,145,1,1
69884,735,53286,29,1,1
178547,632,36024,10,1,1
120769,711,50924,30,0,0
126608,385,30702,27,1,1
108358,561,83572,7,0,1
132787,826,99394,26,1,1
181563,379,53607,7,0,1
71894,388,45540,14,0,1
44228,449,24305,21,1,1
29283,419,21711,123,0,1
105275,739,36536,30,0,0
145410,571,80091,10,1,1
119507,587,89614,39,0,1
156117,635,2218,26,1,1
81965,606,39494,57,1,1
176209,663,44744,22,0,0
98098,781,13134,9,1,1
52959,757,10464,68,0,1
196639,351,156021,17,1,1
71646,627,13671,40,0,0
123550,741,12310,25,0,0
119511,582,30069,10,0,0
168835,706,84888,10,1,1
39260,446,11774,115,0,1
23665,539,18818,178,0,1
188565,469,89587,6,0,1
144446,603,81209,8,0,0
171862,383,52434,14,1,1
42260,389,30429,103,1,1
166403,435,51911,20,1,1
66957,509,26443,24,0,1
22566,486,2053,158,0,1
99999,607,46124,15,0,0
48700,389,1615,16,0,1
74216,750,53636,11,1,1
145599,431,24458,30,0,1
54347,842,33016,39,1,1
40332,476,1799,39,1,1
138649,509,82589,7,1,1
145332,631,53015,24,0,0
76557,749,57819,58,1,1
114534,690,29887,27,1,1
81794,761,52178,22,0,1
86553,776,37503,16,0,0
157956,368,82720,18,0,1
166027,645,101013,19,0,1
117117,678,42419,15,0,0
104811,467,61308,8,1,1
147696,832,82829,26,1,1
87206,436,44088,42,1,1
122913,430,40823,14,1,1
67767,436,36686,51,1,1
41519,833,1228,88,1,1
27906,837,2996,46,0,0
99435,503,19758,25,1,1
101140,516,21105,11,0,1
187682,631,139209,6,0,1
192109,713,39521,11,0,0
33465,301,18658,130,1,1
119760,751,71449,12,0,0
138297,840,15875,36,0,0
20384,543,5065,143,0,1
158014,564,54689,23,1,1
177409,793,107040,7,1,1
182634,309,130169,25,1,1
56913,550,3367,50,0,1
70869,530,45749,67,0,1
76911,464,5500,55,1,1
141585,540,12496,13,0,1
25868,313,13994,166,0,1
114925,577,5408,35,1,1
134042,408,81757,35,1,1
83096,505,54798,56,1,1
48070,700,17827,15,1,1
62300,352,22596,53,0,1
67289,414,15538,17,1,1
185037,707,51804,6,1,1
